frame,input.bActivateBoost,input.bHoldingBoost,input.Throttle,input.Pitch,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
163,True,True,1.000000,-0.100000,0.000000,-40.980000,918.859985,0.000000,-90.689995,63.230000,-0.536625,0.536753,-0.460375,-0.460418,0.076500,0.000000,0.000000,0.000000,-42.619999,1084.799927,0.000000,-54.750000,80.430000,-0.046409,0.000003,0.000003,0.998922,-0.456300,0.000000,0.000000
164,True,True,1.000000,-0.100000,0.000000,-41.750000,919.409973,0.000000,-92.029999,66.529999,-0.536744,0.536875,-0.460235,-0.460278,0.063200,0.000000,0.000000,0.000000,-43.079998,1085.419922,0.000000,-54.730000,74.989998,-0.048308,0.000003,0.000003,0.998832,-0.456300,0.000000,0.000000
165,True,True,1.000000,-0.100000,0.000000,-42.529999,919.989990,0.000000,-93.369995,69.820000,-0.536841,0.536972,-0.460121,-0.460164,0.050200,0.000000,0.000000,0.000000,-43.540001,1086.000000,0.000000,-54.709999,69.549995,-0.050207,0.000003,0.000003,0.998739,-0.456300,0.000000,0.000000
166,True,True,1.000000,-0.100000,0.000000,-43.320000,920.599976,0.000000,-94.720001,73.110001,-0.536911,0.537050,-0.460035,-0.460078,0.037500,0.000000,0.000000,0.000000,-44.000000,1086.530029,0.000000,-54.689999,64.110001,-0.052106,0.000003,0.000003,0.998641,-0.456300,0.000000,0.000000
167,True,True,1.000000,-0.100000,0.000000,-44.119999,921.239990,0.000000,-96.070000,76.400002,-0.536960,0.537094,-0.459981,-0.460024,0.025000,0.000000,0.000000,0.000000,-44.459999,1087.020020,0.000000,-54.669998,58.669998,-0.054005,0.000003,0.000003,0.998541,-0.456300,0.000000,0.000000
168,True,True,1.000000,-0.100000,0.000000,-44.930000,921.899963,0.000000,-97.419998,79.689995,-0.536987,0.537113,-0.459954,-0.459997,0.012800,0.000000,0.000000,0.000000,-44.919998,1087.459961,0.000000,-54.649998,53.230000,-0.055904,0.000003,0.000003,0.998436,-0.456300,0.000000,0.000000
169,True,True,1.000000,-0.100000,0.000000,-45.750000,922.559998,0.000000,-98.829994,78.849998,-0.537057,0.537181,-0.459873,-0.459916,0.035200,0.000000,0.000000,0.000000,-45.369999,1088.059937,0.000000,-51.619999,105.169998,-0.058110,0.000003,0.000003,0.998310,-0.530000,0.000000,0.000000
170,True,True,1.000000,-0.100000,0.000000,-46.579998,923.239990,0.000000,-100.180000,82.139999,-0.537100,0.537221,-0.459824,-0.459868,0.022800,0.000000,0.000000,0.000000,-45.799999,1088.890015,0.000000,-51.599998,99.720001,-0.060317,0.000003,0.000003,0.998179,-0.529900,0.000000,0.000000
171,True,True,1.000000,-0.100000,0.000000,-47.430000,923.949951,0.000000,-101.529999,85.430000,-0.537121,0.537237,-0.459803,-0.459846,0.010700,0.000000,0.000000,0.000000,-46.230000,1089.679932,0.000000,-51.579998,94.269997,-0.062518,0.000003,0.000003,0.998044,-0.529900,0.000000,0.000000
172,True,True,1.000000,-0.100000,0.000000,-48.289997,924.690002,0.000000,-102.889999,88.720001,-0.537121,0.537237,-0.459803,-0.459846,-0.001100,0.000000,0.000000,0.000000,-46.660000,1090.419922,0.000000,-51.559998,88.820000,-0.064719,0.000003,0.000003,0.997903,-0.529900,0.000000,0.000000
173,True,True,1.000000,-0.100000,0.000000,-49.160000,925.459961,0.000000,-104.250000,92.009995,-0.537094,0.537217,-0.459830,-0.459873,-0.012600,0.000000,0.000000,0.000000,-47.090000,1091.109985,0.000000,-51.539997,83.379997,-0.066920,0.000003,0.000003,0.997758,-0.529900,0.000000,0.000000
174,True,True,1.000000,-0.100000,0.000000,-50.039997,926.250000,0.000000,-105.599998,95.299995,-0.537046,0.537174,-0.459884,-0.459927,-0.023900,0.000000,0.000000,0.000000,-47.520000,1091.760010,0.000000,-51.520000,77.939995,-0.069121,0.000003,0.000003,0.997608,-0.529900,0.000000,0.000000
175,True,True,1.000000,-0.100000,0.000000,-50.930000,927.070007,0.000000,-106.949997,98.589996,-0.536981,0.537100,-0.459965,-0.460008,-0.034900,0.000000,0.000000,0.000000,-47.950001,1092.359985,0.000000,-51.500000,72.500000,-0.071322,0.000003,0.000003,0.997453,-0.529900,0.000000,0.000000
176,True,True,1.000000,-0.100000,0.000000,-51.829998,927.919983,0.000000,-108.299995,101.879997,-0.536895,0.537010,-0.460067,-0.460110,-0.045700,0.000000,0.000000,0.000000,-48.379997,1092.919922,0.000000,-51.480000,67.059998,-0.073523,0.000003,0.000003,0.997293,-0.529900,0.000000,0.000000
177,True,True,1.000000,-0.100000,0.000000,-52.739998,928.759949,0.000000,-109.720001,100.250000,-0.536862,0.536978,-0.460105,-0.460148,-0.015700,0.000000,0.000000,0.000000,-48.809998,1093.679932,0.000000,-43.770000,133.839996,-0.076210,0.000003,0.000003,0.997092,-0.647000,0.000000,0.000000
178,True,True,1.000000,-0.100000,0.000000,-53.669998,929.619995,0.000000,-111.070000,103.540001,-0.536809,0.536930,-0.460164,-0.460208,-0.026900,0.000000,0.000000,0.000000,-49.169998,1094.750000,0.000000,-43.750000,128.379990,-0.078897,0.000003,0.000003,0.996883,-0.646900,0.000000,0.000000
179,True,True,1.000000,-0.100000,0.000000,-54.610001,930.509949,0.000000,-112.409996,106.829994,-0.536738,0.536853,-0.460251,-0.460294,-0.037900,0.000000,0.000000,0.000000,-49.529999,1095.770020,0.000000,-43.730000,122.930000,-0.081583,0.000003,0.000003,0.996666,-0.646900,0.000000,0.000000
180,True,True,1.000000,-0.100000,0.000000,-55.559998,931.429993,0.000000,-113.750000,110.119995,-0.536647,0.536759,-0.460359,-0.460402,-0.048600,0.000000,0.000000,0.000000,-49.889999,1096.750000,0.000000,-43.709999,117.479996,-0.084270,0.000003,0.000003,0.996443,-0.646900,0.000000,0.000000
181,True,True,1.000000,-0.100000,0.000000,-56.520000,932.380005,0.000000,-115.089996,113.419998,-0.536533,0.536641,-0.460494,-0.460537,-0.059100,0.000000,0.000000,0.000000,-50.250000,1097.679932,0.000000,-43.689999,112.029999,-0.086956,0.000003,0.000003,0.996212,-0.646900,0.000000,0.000000
182,True,True,1.000000,-0.100000,0.000000,-57.489998,933.349976,0.000000,-116.419998,116.719994,-0.536398,0.536507,-0.460650,-0.460693,-0.069400,0.000000,0.000000,0.000000,-50.610001,1098.569946,0.000000,-43.669998,106.579994,-0.089643,0.000003,0.000003,0.995974,-0.646900,0.000000,0.000000
183,True,True,1.000000,-0.100000,0.000000,-58.469997,934.349976,0.000000,-117.750000,120.019997,-0.536247,0.536352,-0.460828,-0.460871,-0.079500,0.000000,0.000000,0.000000,-50.969997,1099.410034,0.000000,-43.649998,101.129997,-0.092330,0.000003,0.000003,0.995728,-0.646900,0.000000,0.000000
184,True,True,1.000000,-0.100000,0.000000,-59.459999,935.380005,0.000000,-119.070000,123.320000,-0.536075,0.536182,-0.461028,-0.461071,-0.089400,0.000000,0.000000,0.000000,-51.329998,1100.209961,0.000000,-43.629997,95.680000,-0.095011,0.000003,0.000003,0.995476,-0.646900,0.000000,0.000000
185,True,True,1.000000,-0.100000,0.000000,-60.459999,936.440002,0.000000,-120.389999,126.619995,-0.535886,0.535990,-0.461249,-0.461292,-0.099100,0.000000,0.000000,0.000000,-51.689999,1100.959961,0.000000,-43.610001,90.229996,-0.097692,0.000003,0.000003,0.995217,-0.646900,0.000000,0.000000
186,True,True,1.000000,-0.100000,0.000000,-61.469997,937.519958,0.000000,-121.699997,129.919998,-0.535676,0.535782,-0.461492,-0.461535,-0.108500,0.000000,0.000000,0.000000,-52.049999,1101.669922,0.000000,-43.590000,84.790001,-0.100373,0.000003,0.000003,0.994950,-0.646900,0.000000,0.000000
187,True,True,1.000000,-0.100000,0.000000,-62.500000,938.579956,0.000000,-123.029999,127.769997,-0.535525,0.535636,-0.461664,-0.461707,-0.077000,0.000000,0.000000,0.000000,-52.410000,1102.599976,0.000000,-25.459999,167.889999,-0.103848,0.000003,0.000003,0.994593,-0.837800,0.000000,0.000000
188,True,True,1.000000,-0.100000,0.000000,-63.539997,939.669983,0.000000,-124.320000,131.069992,-0.535357,0.535468,-0.461858,-0.461902,-0.086900,0.000000,0.000000,0.000000,-52.619999,1103.949951,0.000000,-25.449999,162.429993,-0.107316,0.000003,0.000003,0.994225,-0.837800,0.000000,0.000000
189,True,True,1.000000,-0.100000,0.000000,-64.589996,940.789978,0.000000,-125.610001,134.369995,-0.535168,0.535285,-0.462074,-0.462117,-0.096600,0.000000,0.000000,0.000000,-52.829998,1105.260010,0.000000,-25.439999,156.970001,-0.110785,0.000003,0.000003,0.993844,-0.837800,0.000000,0.000000
190,True,True,1.000000,-0.100000,0.000000,-65.650002,941.940002,0.000000,-126.889999,137.669998,-0.534963,0.535079,-0.462312,-0.462355,-0.106100,0.000000,0.000000,0.000000,-53.039997,1106.520020,0.000000,-25.430000,151.509995,-0.114254,0.000003,0.000003,0.993452,-0.837800,0.000000,0.000000
191,True,True,1.000000,-0.100000,0.000000,-66.720001,943.109985,0.000000,-128.160004,140.970001,-0.534742,0.534853,-0.462570,-0.462614,-0.115400,0.000000,0.000000,0.000000,-53.250000,1107.739990,0.000000,-25.420000,146.050003,-0.117723,0.000003,0.000003,0.993046,-0.837800,0.000000,0.000000
192,True,True,1.000000,-0.100000,0.000000,-67.799995,944.309998,0.000000,-129.429993,144.279999,-0.534500,0.534619,-0.462846,-0.462889,-0.124500,0.000000,0.000000,0.000000,-53.459999,1108.910034,0.000000,-25.410000,140.589996,-0.121186,0.000003,0.000003,0.992630,-0.837800,0.000000,0.000000
193,True,True,1.000000,-0.100000,0.000000,-68.889999,945.539978,0.000000,-130.690002,147.589996,-0.534241,0.534364,-0.463142,-0.463185,-0.133400,0.000000,0.000000,0.000000,-53.669998,1110.039917,0.000000,-25.400000,135.129990,-0.124650,0.000003,0.000003,0.992201,-0.837800,0.000000,0.000000
194,True,True,1.000000,-0.100000,0.000000,-69.989998,946.799988,0.000000,-131.940002,150.899994,-0.533965,0.534087,-0.463461,-0.463504,-0.142100,0.000000,0.000000,0.000000,-53.879997,1111.119995,0.000000,-25.389999,129.669998,-0.128113,0.000003,0.000003,0.991759,-0.837800,0.000000,0.000000
195,True,True,1.000000,-0.100000,0.000000,-71.099998,948.089966,0.000000,-133.179993,154.209991,-0.533674,0.533798,-0.463795,-0.463838,-0.150600,0.000000,0.000000,0.000000,-54.090000,1112.160034,0.000000,-25.379999,124.219994,-0.131577,0.000003,0.000003,0.991306,-0.837800,0.000000,0.000000
196,True,True,1.000000,-0.100000,0.000000,-72.220001,949.399963,0.000000,-134.410004,157.519989,-0.533367,0.533491,-0.464151,-0.464189,-0.158900,0.000000,0.000000,0.000000,-54.299999,1113.150024,0.000000,-25.369999,118.769997,-0.135035,0.000003,0.000003,0.990841,-0.837800,0.000000,0.000000
197,True,True,1.000000,-0.100000,0.000000,-73.349998,950.739990,0.000000,-135.619995,160.830002,-0.533043,0.533166,-0.464523,-0.464561,-0.167100,0.000000,0.000000,0.000000,-54.509998,1114.089966,0.000000,-25.359999,113.320000,-0.138493,0.000003,0.000003,0.990363,-0.837800,0.000000,0.000000
198,True,True,1.000000,-0.100000,0.000000,-74.489998,952.109985,0.000000,-136.819992,164.139999,-0.532703,0.532829,-0.464912,-0.464950,-0.175100,0.000000,0.000000,0.000000,-54.719997,1114.989990,0.000000,-25.350000,107.869995,-0.141951,0.000003,0.000003,0.989874,-0.837800,0.000000,0.000000
199,True,True,1.000000,-0.100000,0.000000,-75.639999,953.509949,0.000000,-138.009995,167.459991,-0.532347,0.532478,-0.465316,-0.465354,-0.182900,0.000000,0.000000,0.000000,-54.930000,1115.839966,0.000000,-25.340000,102.419998,-0.145404,0.000003,0.000003,0.989372,-0.837800,0.000000,0.000000
200,True,True,1.000000,-0.100000,0.000000,-76.799995,954.929993,0.000000,-139.190002,170.779999,-0.531975,0.532114,-0.465737,-0.465775,-0.190600,0.000000,0.000000,0.000000,-55.139999,1116.650024,0.000000,-25.330000,96.970001,-0.148856,0.000003,0.000003,0.988859,-0.837800,0.000000,0.000000
201,True,True,1.000000,-0.100000,0.000000,-77.970001,956.380005,0.000000,-140.349991,174.099991,-0.531592,0.531731,-0.466174,-0.466212,-0.198100,0.000000,0.000000,0.000000,-55.349998,1117.410034,0.000000,-25.320000,91.519997,-0.152309,0.000003,0.000003,0.988333,-0.837800,0.000000,0.000000
202,True,True,1.000000,-0.100000,0.000000,-79.150002,957.859985,0.000000,-141.500000,177.419998,-0.531192,0.531335,-0.466627,-0.466665,-0.205400,0.000000,0.000000,0.000000,-55.559998,1118.130005,0.000000,-25.309999,86.080002,-0.155756,0.000003,0.000003,0.987795,-0.837800,0.000000,0.000000
203,True,True,1.000000,-0.100000,0.000000,-80.339996,959.289978,0.000000,-142.970001,172.160004,-0.530912,0.531056,-0.466946,-0.466983,-0.143300,0.000000,0.000000,0.000000,-55.750000,1119.229980,0.000000,31.099998,211.360001,-0.161043,0.000003,0.000003,0.986947,-1.284800,0.000000,0.000000
204,True,True,1.000000,-0.100000,0.000000,-81.540001,960.750000,0.000000,-144.089996,175.489990,-0.530615,0.530764,-0.467280,-0.467318,-0.151800,0.000000,0.000000,0.000000,-55.489998,1120.949951,0.000000,31.090000,205.879990,-0.166325,0.000003,0.000003,0.986071,-1.284700,0.000000,0.000000
205,True,True,1.000000,-0.100000,0.000000,-82.750000,962.239990,0.000000,-145.199997,178.819992,-0.530302,0.530450,-0.467636,-0.467674,-0.160100,0.000000,0.000000,0.000000,-55.230000,1122.619995,0.000000,31.080000,200.409988,-0.171601,0.000003,0.000003,0.985166,-1.284600,0.000000,0.000000
206,True,True,1.000000,-0.100000,0.000000,-83.970001,963.759949,0.000000,-146.300003,182.149994,-0.529973,0.530122,-0.468008,-0.468046,-0.168200,0.000000,0.000000,0.000000,-54.969997,1124.239990,0.000000,31.070000,194.940002,-0.176872,0.000003,0.000003,0.984234,-1.284600,0.000000,0.000000
207,True,True,1.000000,-0.100000,0.000000,-85.199997,965.309998,0.000000,-147.389999,185.479996,-0.529628,0.529781,-0.468397,-0.468435,-0.176200,0.000000,0.000000,0.000000,-54.709999,1125.819946,0.000000,31.059999,189.470001,-0.182137,0.000003,0.000003,0.983273,-1.284600,0.000000,0.000000
208,True,True,1.000000,-0.100000,0.000000,-86.439995,966.880005,0.000000,-148.459991,188.809998,-0.529267,0.529426,-0.468801,-0.468839,-0.184000,0.000000,0.000000,0.000000,-54.449997,1127.349976,0.000000,31.049999,184.000000,-0.187397,0.000003,0.000003,0.982284,-1.284600,0.000000,0.000000
209,True,True,1.000000,-0.100000,0.000000,-87.689995,968.479980,0.000000,-149.520004,192.139999,-0.528894,0.529052,-0.469222,-0.469260,-0.191600,0.000000,0.000000,0.000000,-54.189999,1128.839966,0.000000,31.039999,178.529999,-0.192652,0.000003,0.000003,0.981267,-1.284600,0.000000,0.000000
210,True,True,1.000000,-0.100000,0.000000,-88.939995,970.109985,0.000000,-150.569992,195.470001,-0.528506,0.528665,-0.469659,-0.469697,-0.199100,0.000000,0.000000,0.000000,-53.930000,1130.280029,0.000000,31.029999,173.059998,-0.197901,0.000003,0.000003,0.980222,-1.284600,0.000000,0.000000
211,True,True,1.000000,-0.100000,0.000000,-90.199997,971.769958,0.000000,-151.599991,198.809998,-0.528101,0.528263,-0.470112,-0.470150,-0.206400,0.000000,0.000000,0.000000,-53.669998,1131.679932,0.000000,31.019999,167.589996,-0.203145,0.000003,0.000003,0.979149,-1.284600,0.000000,0.000000
212,True,True,1.000000,-0.100000,0.000000,-91.470001,973.449951,0.000000,-152.619995,202.149994,-0.527681,0.527848,-0.470582,-0.470619,-0.213600,0.000000,0.000000,0.000000,-53.410000,1133.030029,0.000000,31.010000,162.129990,-0.208383,0.000003,0.000003,0.978047,-1.284600,0.000000,0.000000
213,True,True,1.000000,-0.100000,0.000000,-92.750000,975.159973,0.000000,-153.619995,205.489990,-0.527249,0.527413,-0.471067,-0.471105,-0.220600,0.000000,0.000000,0.000000,-53.149998,1134.339966,0.000000,31.000000,156.669998,-0.213616,0.000003,0.000003,0.976918,-1.284600,0.000000,0.000000
214,True,True,1.000000,-0.100000,0.000000,-94.040001,976.899963,0.000000,-154.610001,208.830002,-0.526801,0.526963,-0.471569,-0.471607,-0.227500,0.000000,0.000000,0.000000,-52.889999,1135.599976,0.000000,30.990000,151.209991,-0.218843,0.000003,0.000003,0.975760,-1.284600,0.000000,0.000000
215,True,True,1.000000,-0.100000,0.000000,-95.339996,978.669983,0.000000,-155.580002,212.169998,-0.526343,0.526503,-0.472082,-0.472119,-0.234200,0.000000,0.000000,0.000000,-52.629997,1136.809937,0.000000,30.980000,145.750000,-0.224066,0.000003,0.000003,0.974574,-1.284600,0.000000,0.000000
216,True,True,1.000000,-0.100000,0.000000,-96.639999,980.469971,0.000000,-156.529999,215.519989,-0.525868,0.526029,-0.472610,-0.472648,-0.240800,0.000000,0.000000,0.000000,-52.369999,1137.979980,0.000000,30.969999,140.289993,-0.229277,0.000003,0.000003,0.973361,-1.284600,0.000000,0.000000
217,True,True,1.000000,-0.100000,0.000000,-97.949997,982.289978,0.000000,-157.459991,218.869995,-0.525382,0.525544,-0.473150,-0.473187,-0.247200,0.000000,0.000000,0.000000,-52.110001,1139.099976,0.000000,30.959999,134.830002,-0.234483,0.000003,0.000003,0.972120,-1.284600,0.000000,0.000000
218,True,True,1.000000,-0.100000,0.000000,-99.269997,984.139954,0.000000,-158.379990,222.220001,-0.524881,0.525044,-0.473705,-0.473743,-0.253500,0.000000,0.000000,0.000000,-51.849998,1140.179932,0.000000,30.949999,129.369995,-0.239684,0.000003,0.000003,0.970851,-1.284600,0.000000,0.000000
219,True,True,1.000000,-0.100000,0.000000,-100.599998,986.019958,0.000000,-159.279999,225.569992,-0.524368,0.524533,-0.474272,-0.474310,-0.259700,0.000000,0.000000,0.000000,-51.590000,1141.209961,0.000000,30.939999,123.919998,-0.244879,0.000003,0.000003,0.969554,-1.284600,0.000000,0.000000
220,True,True,1.000000,-0.100000,0.000000,-101.930000,987.929993,0.000000,-160.160004,228.919998,-0.523845,0.524001,-0.474854,-0.474892,-0.265700,0.000000,0.000000,0.000000,-51.329998,1142.199951,0.000000,30.929998,118.469994,-0.250063,0.000003,0.000003,0.968229,-1.284600,0.000000,0.000000
221,True,True,1.000000,-0.100000,0.000000,-103.269997,989.869995,0.000000,-161.019989,232.279999,-0.523305,0.523464,-0.475448,-0.475486,-0.271600,0.000000,0.000000,0.000000,-51.070000,1143.140015,0.000000,30.920000,113.019997,-0.255242,0.000003,0.000003,0.966877,-1.284600,0.000000,0.000000
222,True,True,1.000000,-0.100000,0.000000,-104.619995,991.829956,0.000000,-161.860001,235.639999,-0.522755,0.522915,-0.476052,-0.476090,-0.277400,0.000000,0.000000,0.000000,-50.809998,1144.039917,0.000000,30.910000,107.570000,-0.260416,0.000003,0.000003,0.965496,-1.284600,0.000000,0.000000
223,True,True,1.000000,-0.100000,0.000000,-105.979996,993.820007,0.000000,-162.679993,239.000000,-0.522194,0.522354,-0.476667,-0.476705,-0.283000,0.000000,0.000000,0.000000,-50.549999,1144.890015,0.000000,30.900000,102.119995,-0.265579,0.000003,0.000003,0.964089,-1.284600,0.000000,0.000000
224,True,True,1.000000,-0.100000,0.000000,-107.339996,995.839966,0.000000,-163.479996,242.360001,-0.521622,0.521783,-0.477293,-0.477331,-0.288500,0.000000,0.000000,0.000000,-50.289997,1145.699951,0.000000,30.889999,96.669998,-0.270736,0.000003,0.000003,0.962654,-1.284600,0.000000,0.000000
225,True,True,1.000000,-0.100000,0.000000,-108.709999,997.889954,0.000000,-164.259995,245.720001,-0.521040,0.521199,-0.477930,-0.477967,-0.293900,0.000000,0.000000,0.000000,-50.029999,1146.459961,0.000000,30.879999,91.220001,-0.275883,0.000003,0.000003,0.961191,-1.284600,0.000000,0.000000
226,True,True,1.000000,-0.100000,0.000000,-110.089996,999.969971,0.000000,-165.019989,249.080002,-0.520441,0.520609,-0.478577,-0.478615,-0.299200,0.000000,0.000000,0.000000,-49.770000,1147.169922,0.000000,30.869999,85.779999,-0.281024,0.000003,0.000003,0.959701,-1.284600,0.000000,0.000000
227,True,True,1.000000,-0.100000,0.000000,-111.470001,1002.070007,0.000000,-165.750000,252.449997,-0.519831,0.520007,-0.479235,-0.479273,-0.304400,0.000000,0.000000,0.000000,-49.509998,1147.839966,0.000000,30.859999,80.339996,-0.286155,0.000003,0.000003,0.958183,-1.284600,0.000000,0.000000
228,True,True,1.000000,-0.100000,0.000000,-112.860001,1004.199951,0.000000,-166.459991,255.819992,-0.519211,0.519392,-0.479904,-0.479942,-0.309500,0.000000,0.000000,0.000000,-49.250000,1148.459961,0.000000,30.849998,74.900002,-0.291280,0.000003,0.000003,0.956638,-1.284600,0.000000,0.000000
229,True,True,1.000000,-0.100000,0.000000,-114.250000,1006.359985,0.000000,-167.149994,259.190002,-0.518579,0.518765,-0.480584,-0.480622,-0.314500,0.000000,0.000000,0.000000,-48.989998,1149.039917,0.000000,30.840000,69.459999,-0.296394,0.000003,0.000003,0.955066,-1.284600,0.000000,0.000000
230,True,True,1.000000,-0.100000,0.000000,-115.649994,1008.549988,0.000000,-167.819992,262.559998,-0.517937,0.518126,-0.481274,-0.481312,-0.319400,0.000000,0.000000,0.000000,-48.730000,1149.569946,0.000000,30.830000,64.019997,-0.301503,0.000003,0.000003,0.953465,-1.284600,0.000000,0.000000
231,True,True,1.000000,-0.100000,0.000000,-117.049995,1010.769958,0.000000,-168.459991,265.929993,-0.517285,0.517474,-0.481976,-0.482013,-0.324200,0.000000,0.000000,0.000000,-48.469997,1150.059937,0.000000,30.820000,58.579998,-0.306601,0.000003,0.000003,0.951838,-1.284600,0.000000,0.000000
232,True,True,1.000000,-0.100000,0.000000,-118.459999,1013.009949,0.000000,-169.080002,269.309998,-0.516621,0.516819,-0.482682,-0.482720,-0.328900,0.000000,0.000000,0.000000,-48.209999,1150.500000,0.000000,30.809999,53.139999,-0.311694,0.000003,0.000003,0.950183,-1.284600,0.000000,0.000000
233,True,True,1.000000,-0.100000,0.000000,-119.869995,1015.279968,0.000000,-169.669998,272.690002,-0.515952,0.516145,-0.483400,-0.483438,-0.333500,0.000000,0.000000,0.000000,-47.950001,1150.900024,0.000000,30.799999,47.700001,-0.316776,0.000003,0.000003,0.948500,-1.284600,0.000000,0.000000
234,True,True,1.000000,-0.100000,0.000000,-121.290001,1017.579956,0.000000,-170.239990,276.070007,-0.515272,0.515459,-0.484128,-0.484166,-0.338000,0.000000,0.000000,0.000000,-47.689999,1151.250000,0.000000,30.789999,42.270000,-0.321847,0.000003,0.000003,0.946792,-1.284600,0.000000,0.000000
235,True,True,1.000000,-0.100000,0.000000,-122.709999,1019.909973,0.000000,-170.789993,279.449982,-0.514582,0.514769,-0.484862,-0.484900,-0.342400,0.000000,0.000000,0.000000,-47.430000,1151.559937,0.000000,30.779999,36.840000,-0.326907,0.000003,0.000003,0.945056,-1.284600,0.000000,0.000000
236,True,True,1.000000,-0.100000,0.000000,-124.139999,1022.269958,0.000000,-171.309998,282.829987,-0.513880,0.514065,-0.485606,-0.485644,-0.346700,0.000000,0.000000,0.000000,-47.169998,1151.819946,0.000000,30.769999,31.410000,-0.331962,0.000003,0.000003,0.943293,-1.284600,0.000000,0.000000
237,True,True,1.000000,-0.100000,0.000000,-125.570000,1024.660034,0.000000,-171.800003,286.209991,-0.513168,0.513358,-0.486356,-0.486394,-0.350900,0.000000,0.000000,0.000000,-46.910000,1152.039917,0.000000,30.760000,25.980000,-0.337006,0.000003,0.000003,0.941502,-1.284600,0.000000,0.000000
238,True,True,1.000000,-0.100000,0.000000,-127.009995,1027.069946,0.000000,-172.269989,289.600006,-0.512445,0.512637,-0.487117,-0.487155,-0.355000,0.000000,0.000000,0.000000,-46.649998,1152.209961,0.000000,30.750000,20.549999,-0.342039,0.000003,0.000003,0.939686,-1.284600,0.000000,0.000000
239,True,True,1.000000,-0.100000,0.000000,-128.449997,1029.510010,0.000000,-172.709991,292.989990,-0.511717,0.511907,-0.487883,-0.487921,-0.359000,0.000000,0.000000,0.000000,-46.389999,1152.339966,0.000000,30.740000,15.120000,-0.347062,0.000003,0.000003,0.937842,-1.284600,0.000000,0.000000
240,True,True,1.000000,-0.100000,0.000000,-129.889999,1031.979980,0.000000,-173.129990,296.380005,-0.510978,0.511173,-0.488654,-0.488692,-0.362900,0.000000,0.000000,0.000000,-46.129997,1152.419922,0.000000,30.730000,9.690000,-0.352079,0.000003,0.000003,0.935970,-1.284600,0.000000,0.000000
241,True,True,1.000000,-0.100000,0.000000,-131.339996,1034.479980,0.000000,-173.519989,299.769989,-0.510228,0.510425,-0.489437,-0.489474,-0.366700,0.000000,0.000000,0.000000,-45.869999,1152.459961,0.000000,30.719999,4.270000,-0.357086,0.000003,0.000003,0.934072,-1.284600,0.000000,0.000000
242,True,True,1.000000,-0.100000,0.000000,-132.789993,1037.010010,0.000000,-173.879990,303.160004,-0.509473,0.509667,-0.490224,-0.490262,-0.370400,0.000000,0.000000,0.000000,-45.610001,1152.449951,0.000000,30.709999,-1.140000,-0.362081,0.000003,0.000003,0.932146,-1.284600,0.000000,0.000000
243,True,True,1.000000,-0.100000,0.000000,-134.239990,1039.559937,0.000000,-174.220001,306.549988,-0.508707,0.508905,-0.491017,-0.491055,-0.374100,0.000000,0.000000,0.000000,-45.349998,1152.400024,0.000000,30.699999,-6.550000,-0.367066,0.000003,0.000003,0.930195,-1.284600,0.000000,0.000000
244,True,True,1.000000,-0.100000,0.000000,-135.690002,1042.140015,0.000000,-174.619995,310.039978,-0.507935,0.508133,-0.491816,-0.491854,-0.374800,0.000000,0.000000,0.000000,-45.090000,1152.299927,0.000000,30.689999,-11.960000,-0.372040,0.000003,0.000003,0.928217,-1.284600,0.000000,0.000000
245,True,True,1.000000,-0.100000,0.000000,-137.149994,1044.750000,0.000000,-174.970001,312.979980,-0.507169,0.507361,-0.492609,-0.492647,-0.372000,0.000000,0.000000,0.000000,-44.829998,1152.160034,0.000000,30.679998,-17.369999,-0.377003,0.000003,0.000003,0.926212,-1.284600,0.000000,0.000000
246,True,True,1.000000,-0.100000,0.000000,-138.610001,1047.380005,0.000000,-175.289993,315.919983,-0.506403,0.506595,-0.493396,-0.493434,-0.369300,0.000000,0.000000,0.000000,-44.570000,1151.969971,0.000000,30.670000,-22.779999,-0.381956,0.000003,0.000003,0.924181,-1.284600,0.000000,0.000000
247,True,True,1.000000,-0.100000,0.000000,-140.069992,1050.039917,0.000000,-175.580002,318.869995,-0.505643,0.505839,-0.494173,-0.494211,-0.366700,0.000000,0.000000,0.000000,-44.309998,1151.739990,0.000000,30.660000,-28.189999,-0.386897,0.000003,0.000003,0.922123,-1.284600,0.000000,0.000000
248,True,True,1.000000,-0.100000,0.000000,-141.529999,1052.719971,0.000000,-175.839996,321.820007,-0.504887,0.505085,-0.494945,-0.494983,-0.364300,0.000000,0.000000,0.000000,-44.049999,1151.459961,0.000000,30.650000,-33.590000,-0.391828,0.000003,0.000003,0.920038,-1.284600,0.000000,0.000000
